CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
PV,24/04/2020,136.0,6188.0,509.0,36.0,404.0
RI,24/04/2020,44.0,1307.0,80.0,5.0,42.0
VC,24/04/2020,77.0,4837.0,645.0,20.0,330.0
AN,25/04/2020,143.0,5534.0,686.0,32.0,233.0
AR,25/04/2020,67.0,2294.0,252.0,20.0,185.0
AS,25/04/2020,11.0,1649.0,127.0,11.0,21.0
CB,25/04/2020,8.0,949.0,78.0,4.0,112.0
CE,25/04/2020,1.0,9.0,4.0,0.0,2.0
CL,25/04/2020,223.0,7216.0,497.0,30.0,167.0
CM,25/04/2020,78.0,8150.0,537.0,53.0,170.0
CN,25/04/2020,20.0,842.0,166.0,1.0,13.0
CT,25/04/2020,794.0,22985.0,2437.0,82.0,411.0
EX,25/04/2020,19.0,1334.0,107.0,5.0,157.0
GA,25/04/2020,148.0,2648.0,99.0,9.0,39.0
IB,25/04/2020,18.0,997.0,164.0,6.0,31.0
MC,25/04/2020,7.0,618.0,103.0,1.0,24.0
MD,25/04/2020,497.0,7508.0,1020.0,112.0,701.0
ML,25/04/2020,1.0,44.0,3.0,0.0,9.0
NC,25/04/2020,59.0,1880.0,128.0,10.0,115.0
PV,25/04/2020,136.0,6190.0,508.0,36.0,394.0
RI,25/04/2020,45.0,1307.0,80.0,5.0,40.0
VC,25/04/2020,74.0,4840.0,645.0,19.0,306.0
AN,26/04/2020,130.0,5532.0,684.0,21.0,225.0
AR,26/04/2020,68.0,2294.0,253.0,16.0,180.0
AS,26/04/2020,10.0,1649.0,127.0,10.0,7.0
CB,26/04/2020,8.0,949.0,78.0,6.0,112.0
CE,26/04/2020,1.0,9.0,4.0,0.0,2.0
CL,26/04/2020,222.0,7217.0,497.0,30.0,159.0
CM,26/04/2020,80.0,8144.0,536.0,56.0,167.0
CN,26/04/2020,20.0,842.0,166.0,1.0,14.0
CT,26/04/2020,758.0,22987.0,2437.0,84.0,396.0
EX,26/04/2020,19.0,1333.0,107.0,5.0,157.0
GA,26/04/2020,148.0,2646.0,99.0,9.0,37.0
IB,26/04/2020,18.0,997.0,164.0,5.0,28.0
MC,26/04/2020,7.0,618.0,103.0,2.0,21.0
MD,26/04/2020,439.0,7506.0,1021.0,112.0,674.0
ML,26/04/2020,2.0,44.0,3.0,0.0,9.0
NC,26/04/2020,59.0,1879.0,128.0,10.0,115.0
PV,26/04/2020,135.0,6189.0,508.0,31.0,372.0
RI,26/04/2020,49.0,1306.0,80.0,5.0,39.0
VC,26/04/2020,73.0,4840.0,645.0,22.0,250.0
AN,27/04/2020,157.0,5530.0,681.0,38.0,201.0
AR,27/04/2020,80.0,2299.0,248.0,20.0,221.0
AS,27/04/2020,12.0,1654.0,127.0,10.0,25.0
CB,27/04/2020,13.0,949.0,77.0,9.0,110.0
CE,27/04/2020,5.0,8.0,4.0,0.0,2.0
CL,27/04/2020,335.0,7214.0,477.0,33.0,185.0
CM,27/04/2020,149.0,7706.0,531.0,57.0,123.0
CN,27/04/2020,43.0,842.0,166.0,2.0,41.0
CT,27/04/2020,1056.0,23126.0,2438.0,141.0,710.0
EX,27/04/2020,21.0,1311.0,100.0,16.0,146.0
GA,27/04/2020,164.0,2650.0,99.0,8.0,49.0
IB,27/04/2020,30.0,1001.0,165.0,4.0,17.0
MC,27/04/2020,7.0,606.0,102.0,3.0,41.0
MD,27/04/2020,848.0,7509.0,1024.0,120.0,764.0
ML,27/04/2020,3.0,44.0,3.0,0.0,5.0
NC,27/04/2020,59.0,1881.0,123.0,11.0,118.0
PV,27/04/2020,175.0,6175.0,507.0,33.0,382.0
RI,27/04/2020,37.0,1309.0,81.0,10.0,37.0
VC,27/04/2020,76.0,4853.0,642.0,25.0,311.0
AN,28/04/2020,157.0,5530.0,683.0,38.0,207.0
AR,28/04/2020,80.0,2299.0,249.0,20.0,225.0
AS,28/04/2020,13.0,1654.0,127.0,10.0,25.0
CB,28/04/2020,13.0,950.0,78.0,9.0,110.0
CE,28/04/2020,5.0,8.0,4.0,0.0,2.0
CL,28/04/2020,335.0,7221.0,477.0,32.0,186.0
CM,28/04/2020,150.0,7706.0,532.0,58.0,124.0
CN,28/04/2020,42.0,842.0,166.0,1.0,43.0
CT,28/04/2020,1030.0,23126.0,2439.0,142.0,723.0
EX,28/04/2020,21.0,1336.0,106.0,9.0,145.0
GA,28/04/2020,164.0,2659.0,99.0,8.0,49.0
IB,28/04/2020,28.0,1002.0,165.0,4.0,21.0
MC,28/04/2020,9.0,606.0,102.0,2.0,40.0
MD,28/04/2020,814.0,7509.0,1024.0,120.0,766.0
ML,28/04/2020,2.0,44.0,3.0,0.0,5.0
NC,28/04/2020,59.0,1883.0,123.0,9.0,118.0
PV,28/04/2020,177.0,6179.0,508.0,33.0,418.0
RI,28/04/2020,34.0,1310.0,81.0,6.0,41.0
VC,28/04/2020,77.0,4853.0,643.0,25.0,322.0
AN,29/04/2020,152.0,5543.0,687.0,36.0,251.0
AR,29/04/2020,76.0,2308.0,250.0,23.0,186.0
AS,29/04/2020,12.0,1666.0,127.0,10.0,25.0
CB,29/04/2020,12.0,954.0,78.0,8.0,113.0
CE,29/04/2020,5.0,8.0,4.0,0.0,2.0
CL,29/04/2020,359.0,7252.0,484.0,31.0,178.0
CM,29/04/2020,136.0,7757.0,534.0,52.0,236.0
CN,29/04/2020,41.0,845.0,166.0,1.0,46.0
CT,29/04/2020,1020.0,23260.0,2452.0,125.0,462.0
EX,29/04/2020,20.0,1347.0,106.0,8.0,157.0
GA,29/04/2020,171.0,2660.0,98.0,8.0,53.0
IB,29/04/2020,26.0,1007.0,165.0,4.0,32.0
MC,29/04/2020,9.0,607.0,102.0,1.0,17.0
MD,29/04/2020,788.0,7368.0,1015.0,115.0,721.0
ML,29/04/2020,2.0,44.0,3.0,0.0,5.0
NC,29/04/2020,58.0,1885.0,123.0,10.0,118.0
PV,29/04/2020,173.0,6188.0,509.0,38.0,447.0
RI,29/04/2020,46.0,1314.0,81.0,5.0,43.0
VC,29/04/2020,80.0,4871.0,645.0,22.0,350.0
