CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
GA,29/04/2020,109.0,2686.0,92.0,7.0,50.0
IB,29/04/2020,25.0,1031.0,165.0,3.0,30.0
MC,29/04/2020,9.0,618.0,104.0,2.0,49.0
MD,29/04/2020,716.0,6955.0,947.0,90.0,743.0
ML,29/04/2020,2.0,44.0,3.0,0.0,8.0
NC,29/04/2020,53.0,1912.0,125.0,10.0,128.0
PV,29/04/2020,159.0,6300.0,518.0,26.0,470.0
RI,29/04/2020,42.0,1344.0,82.0,5.0,38.0
VC,29/04/2020,108.0,4928.0,648.0,24.0,295.0
AN,30/04/2020,137.0,5651.0,705.0,28.0,308.0
AR,30/04/2020,48.0,2365.0,249.0,10.0,98.0
AS,30/04/2020,8.0,1738.0,132.0,8.0,28.0
CB,30/04/2020,21.0,979.0,78.0,7.0,86.0
CE,30/04/2020,5.0,9.0,4.0,0.0,9.0
CL,30/04/2020,247.0,7501.0,510.0,29.0,159.0
CM,30/04/2020,194.0,7782.0,554.0,50.0,211.0
CN,30/04/2020,43.0,869.0,169.0,5.0,43.0
CT,30/04/2020,683.0,24440.0,2563.0,85.0,612.0
EX,30/04/2020,11.0,1434.0,105.0,6.0,116.0
GA,30/04/2020,108.0,2700.0,89.0,7.0,51.0
IB,30/04/2020,22.0,1043.0,165.0,3.0,30.0
MC,30/04/2020,7.0,620.0,104.0,1.0,49.0
MD,30/04/2020,583.0,6530.0,923.0,85.0,659.0
ML,30/04/2020,2.0,44.0,3.0,0.0,9.0
NC,30/04/2020,48.0,1920.0,125.0,10.0,131.0
PV,30/04/2020,153.0,6344.0,520.0,22.0,460.0
RI,30/04/2020,39.0,1352.0,82.0,4.0,36.0
VC,30/04/2020,108.0,4954.0,651.0,22.0,295.0
AN,01/05/2020,293.0,4697.0,509.0,33.0,173.0
AR,01/05/2020,120.0,1982.0,234.0,18.0,160.0
AS,01/05/2020,35.0,1371.0,111.0,4.0,29.0
CB,01/05/2020,44.0,816.0,67.0,4.0,67.0
CE,01/05/2020,5.0,8.0,3.0,0.0,8.0
CL,01/05/2020,276.0,6345.0,478.0,50.0,211.0
CM,01/05/2020,392.0,4841.0,461.0,55.0,169.0
CN,01/05/2020,47.0,729.0,150.0,3.0,29.0
CT,01/05/2020,1333.0,19786.0,2152.0,114.0,622.0
EX,01/05/2020,90.0,992.0,85.0,18.0,112.0
GA,01/05/2020,246.0,2189.0,117.0,11.0,64.0
IB,01/05/2020,44.0,862.0,138.0,10.0,80.0
MC,01/05/2020,27.0,529.0,88.0,5.0,39.0
MD,01/05/2020,1128.0,9300.0,1098.0,191.0,1006.0
ML,01/05/2020,2.0,39.0,3.0,0.0,8.0
NC,01/05/2020,79.0,1578.0,117.0,11.0,115.0
PV,01/05/2020,349.0,5287.0,443.0,26.0,345.0
RI,01/05/2020,94.0,1042.0,73.0,10.0,50.0
VC,01/05/2020,209.0,4477.0,562.0,42.0,254.0
AN,02/05/2020,281.0,4729.0,515.0,33.0,196.0
AR,02/05/2020,112.0,1994.0,237.0,16.0,145.0
AS,02/05/2020,32.0,1380.0,112.0,5.0,28.0
CB,02/05/2020,43.0,821.0,67.0,3.0,62.0
CE,02/05/2020,6.0,8.0,3.0,0.0,7.0
CL,02/05/2020,267.0,6388.0,479.0,50.0,234.0
CM,02/05/2020,369.0,4831.0,462.0,53.0,269.0
CN,02/05/2020,44.0,733.0,151.0,2.0,21.0
CT,02/05/2020,1261.0,20027.0,2156.0,108.0,442.0
EX,02/05/2020,52.0,998.0,85.0,16.0,98.0
GA,02/05/2020,239.0,2213.0,116.0,11.0,54.0
IB,02/05/2020,37.0,867.0,139.0,10.0,86.0
MC,02/05/2020,27.0,533.0,89.0,5.0,46.0
MD,02/05/2020,1001.0,9209.0,1091.0,190.0,920.0
ML,02/05/2020,3.0,39.0,3.0,1.0,7.0
NC,02/05/2020,82.0,1592.0,122.0,10.0,102.0
PV,02/05/2020,337.0,5315.0,447.0,25.0,316.0
RI,02/05/2020,100.0,1051.0,74.0,9.0,50.0
VC,02/05/2020,196.0,4491.0,563.0,43.0,235.0
