CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
CB,26/04/2020,27.0,925.0,78.0,9.0,28.0
CE,26/04/2020,5.0,8.0,4.0,0.0,12.0
CL,26/04/2020,143.0,6989.0,474.0,33.0,129.0
CM,26/04/2020,156.0,7594.0,520.0,58.0,193.0
CN,26/04/2020,42.0,824.0,160.0,2.0,21.0
CT,26/04/2020,1067.0,22148.0,2382.0,100.0,312.0
EX,26/04/2020,17.0,1281.0,107.0,6.0,68.0
GA,26/04/2020,118.0,2559.0,110.0,8.0,20.0
IB,26/04/2020,17.0,933.0,159.0,5.0,20.0
MC,26/04/2020,8.0,596.0,100.0,2.0,18.0
MD,26/04/2020,302.0,8291.0,1118.0,116.0,574.0
ML,26/04/2020,2.0,44.0,3.0,0.0,4.0
NC,26/04/2020,43.0,1843.0,123.0,16.0,93.0
PV,26/04/2020,116.0,6051.0,484.0,25.0,211.0
RI,26/04/2020,40.0,1260.0,77.0,7.0,27.0
VC,26/04/2020,79.0,4796.0,643.0,21.0,121.0
